"index";"seconds";"minutes";"dateTime";"cli_temp";"ser_vol";"ser_cur";"ser_pow";"cli_vol";"cli_cur";"cli_pow"
0;0,538;0,0089666667;20220506 14:50:55;50;5;0,41;2,05;5;0,41;2,05
1;1,542;0,0257;20220506 14:50:56;50;5;0,41;2,05;5;0,41;2,05
2;2,539;0,0423166667;20220506 14:50:57;49,75;5;0,41;2,05;5;0,41;2,05
3;3,54;0,059;20220506 14:50:58;49,5;5;0,41;2,05;5;0,57;2,85
4;4,538;0,0756333333;20220506 14:50:59;49,75;5;0,41;2,05;5;0,41;2,05
5;5,539;0,0923166667;20220506 14:51:00;50;5;0,41;2,05;5;0,41;2,05
6;6,54;0,109;20220506 14:51:01;50;5;0,45;2,25;5;0,41;2,05
7;7,54;0,1256666667;20220506 14:51:02;50;5;0,41;2,05;5;0,41;2,05
8;8,538;0,1423;20220506 14:51:03;49,75;5;0,41;2,05;5;0,41;2,05
9;9,539;0,1589833333;20220506 14:51:04;49,75;5;0,41;2,05;5;0,41;2,05
10;10,543;0,1757166667;20220506 14:51:05;49,75;5;0,41;2,05;5;0,41;2,05
11;11,543;0,1923833333;20220506 14:51:06;49,75;5;0,41;2,05;5;0,41;2,05
12;12,543;0,20905;20220506 14:51:07;49,75;5;0,41;2,05;5;0,41;2,05
13;13,538;0,2256333333;20220506 14:51:08;49,75;5;0,41;2,05;5;0,41;2,05
14;14,539;0,2423166667;20220506 14:51:09;49,75;5;0,41;2,05;5;0,41;2,05
15;15,539;0,2589833333;20220506 14:51:10;49,75;5;0,41;2,05;5;0,41;2,05
16;16,54;0,2756666667;20220506 14:51:11;49,75;5;0,41;2,05;5;0,41;2,05
17;17,539;0,2923166667;20220506 14:51:12;49,75;5;0,41;2,05;5;0,41;2,05
18;18,544;0,3090666667;20220506 14:51:15;50;5;0,41;2,05;5;0,41;2,05
19;19,726;0,3287666667;20220506 14:51:15;49,75;5;0,41;2,05;5;0,41;2,05
20;20,541;0,34235;20220506 14:51:15;49,75;5;0,41;2,05;5;0,41;2,05
21;21,543;0,35905;20220506 14:51:16;49,75;5;0,41;2,05;5;0,41;2,05
22;22,54;0,3756666667;20220506 14:51:17;49,75;5;0,41;2,05;5;0,41;2,05
23;23,54;0,3923333333;20220506 14:51:18;50;5;0,41;2,05;5;0,41;2,05
24;24,54;0,409;20220506 14:51:19;50;5;0,41;2,05;5;0,41;2,05
25;25,539;0,42565;20220506 14:51:20;50;5;0,41;2,05;5;0,41;2,05
26;26,539;0,4423166667;20220506 14:51:21;49,75;5;0,41;2,05;5;0,41;2,05
27;27,544;0,4590666667;20220506 14:51:22;49,75;5;0,41;2,05;5;0,41;2,05
28;28,543;0,4757166667;20220506 14:51:23;49,75;5;0,41;2,05;5;0,41;2,05
29;29,539;0,4923166667;20220506 14:51:24;49,75;5;0,41;2,05;5;0,41;2,05
30;30,539;0,5089833333;20220506 14:51:25;49,75;5;0,41;2,05;5;0,41;2,05
31;31,538;0,5256333333;20220506 14:51:26;49,75;5;0,41;2,05;5;0,41;2,05
32;32,538;0,5423;20220506 14:51:27;49,75;5;0,41;2,05;5;0,41;2,05
33;33,539;0,5589833333;20220506 14:51:28;49,75;5;0,41;2,05;5;0,41;2,05
34;34,538;0,5756333333;20220506 14:51:29;49,75;5;0,41;2,05;5;0,41;2,05
35;35,542;0,5923666667;20220506 14:51:30;49,75;5;0,41;2,05;5;0,41;2,05
36;36,543;0,60905;20220506 14:51:31;49,75;5;0,41;2,05;5;0,41;2,05
37;37,538;0,6256333333;20220506 14:51:34;50;5;0,41;2,05;5;0,41;2,05
38;38,904;0,6484;20220506 14:51:34;49,75;5;0,41;2,05;5;0,41;2,05
39;39,543;0,65905;20220506 14:51:34;49,75;5;0,41;2,05;5;0,41;2,05
40;40,543;0,6757166667;20220506 14:51:35;49,75;5;0,41;2,05;5;0,41;2,05
41;41,54;0,6923333333;20220506 14:51:36;49,75;5;0,41;2,05;5;0,41;2,05
42;42,543;0,70905;20220506 14:51:37;49,75;5;0,41;2,05;5;0,41;2,05
43;43,543;0,7257166667;20220506 14:51:38;49,75;5;0,41;2,05;5;0,41;2,05
44;44,54;0,7423333333;20220506 14:51:39;49,75;5;0,41;2,05;5;0,41;2,05
45;45,538;0,7589666667;20220506 14:51:40;49,75;5;0,41;2,05;5;0,41;2,05
46;46,538;0,7756333333;20220506 14:51:41;49,75;5;0,41;2,05;5;0,41;2,05
47;47,538;0,7923;20220506 14:51:42;49,75;5;0,41;2,05;5;0,41;2,05
48;48,542;0,8090333333;20220506 14:51:43;49,75;5;0,41;2,05;5;0,41;2,05
49;49,543;0,8257166667;20220506 14:51:44;49,75;5;0,41;2,05;5;0,41;2,05
50;50,542;0,8423666667;20220506 14:51:45;49,75;5;0,41;2,05;5;0,41;2,05
51;51,539;0,8589833333;20220506 14:51:46;49,75;5;0,41;2,05;5;0,41;2,05
52;52,539;0,87565;20220506 14:51:47;49,75;5;0,41;2,05;5;0,41;2,05
53;53,541;0,89235;20220506 14:51:48;49,75;5;0,41;2,05;5;0,41;2,05
54;54,539;0,9089833333;20220506 14:51:49;49,75;5;0,41;2,05;5;0,41;2,05
55;55,54;0,9256666667;20220506 14:51:50;49,75;5;0,41;2,05;5;0,41;2,05
56;56,541;0,94235;20220506 14:51:51;49,75;5;0,41;2,05;5;0,41;2,05
57;57,539;0,9589833333;20220506 14:51:52;49,75;5;0,41;2,05;5;0,41;2,05
